Date,Thai 25%_spread_usd,Thai 25%_spread_pct,Thai 25%_spread_ma12,Thai A.1_spread_usd,Thai A.1_spread_pct,Thai A.1_spread_ma12,Vietnamese 5%_spread_usd,Vietnamese 5%_spread_pct,Vietnamese 5%_spread_ma12,Thai 5%_price,Thai 5%_price_ma12,Thai 25%_price,Thai 25%_price_ma12,Thai A.1_price,Thai A.1_price_ma12,Vietnamese 5%_price,Vietnamese 5%_price_ma12
2008-07-01,31.75,4.33891356337547,,185.25,25.316023231978136,,33.75,4.612230953194397,,731.75,,700.0,,546.5,,698.0,
2008-08-01,36.0,5.191059841384282,,224.75,32.40807498197549,,86.0,12.400865176640231,,693.5,,657.5,,468.75,,607.5,
2008-09-01,32.799999999999955,4.796724188359163,,263.4,38.52003509798186,,122.01499999999999,17.843667739105,,683.8,,651.0,,420.4,,561.785,
2008-10-01,121.75,19.983586376692656,,261.0,42.8395568321707,,130.678,21.448994665572425,,609.25,,487.5,,348.25,,478.572,
2008-11-01,111.75,20.244565217391305,,245.0,44.38405797101449,,120.93,21.907608695652176,,552.0,,440.25,,307.0,,431.07,
2008-12-01,109.79999999999995,20.64685972169988,73.97499999999998,244.79999999999995,46.03234298608499,237.36666666666665,118.79999999999995,22.33922527265889,102.02883333333334,531.8,633.6833333333333,422.0,559.7083333333334,287.0,396.31666666666666,413.0,531.6545
2009-01-01,116.0,20.0,79.97857142857141,261.4,45.06896551724138,240.79999999999998,193.20999999999998,33.31206896551724,115.05471428571427,580.0,626.0142857142857,464.0,546.0357142857143,318.6,385.2142857142857,386.79,510.95957142857145
2009-02-01,118.0,19.974608548455354,84.73124999999999,271.25,45.91620820990266,244.60625,172.65666666667,29.226689236846383,122.25495833333375,590.75,621.60625,472.75,536.875,319.5,377.0,418.09333333333,499.35129166666627
2009-03-01,116.75,19.847003824904377,88.28888888888888,256.25,43.56141096472588,245.89999999999998,,,122.25495833333375,588.25,617.9000000000001,471.5,529.6111111111111,332.0,372.0,,499.35129166666627
2009-04-01,103.66666666667004,18.85991510006114,89.826666666667,214.00000000000006,38.93268647665229,242.70999999999998,119.66666666667004,21.770770163736078,121.9673703703711,549.66666666667,611.076666666667,446.0,521.25,335.66666666667,368.366666666667,430.0,491.64559259259227
2009-05-01,79.0,14.821763602251407,88.84242424242454,210.60000000000002,39.51219512195122,239.79090909090908,127.82249999999999,23.98170731707317,122.552883333334,533.0,603.9787878787882,454.0,515.1363636363636,322.4,364.1878787878791,405.1775,482.998783333333
2009-06-01,98.5,17.145343777197564,89.64722222222251,253.75,44.168842471714534,240.95416666666665,170.21499999999997,29.62837249782419,126.88580303030362,574.5,601.5222222222225,476.0,511.875,320.75,360.5680555555559,404.285,475.84298484848455
2009-07-01,108.5,18.96853146853147,96.04305555555584,251.75,44.01223776223776,246.4958333333333,161.772,28.28181818181818,138.52416666666727,572.0,588.2097222222225,463.5,492.1666666666667,320.25,341.7138888888892,410.228,449.6818939393936
2009-08-01,93.5,17.767220902612827,100.83472222222251,220.75,41.94774346793349,246.1625,130.53250000000003,24.80427553444181,142.57257575757637,526.25,574.2722222222225,432.75,473.4375,305.5,328.1097222222225,395.7175,430.42893939393906
2009-09-01,90.75,17.49397590361446,105.66388888888916,215.5,41.54216867469879,242.17083333333332,125.892,24.26833734939759,142.9250303030309,518.75,560.5180555555559,428.0,454.8541666666667,303.25,318.34722222222246,392.858,415.0719393939391
2009-10-01,80.19999999999999,16.267748478701822,102.20138888888916,194.60000000000002,39.472616632860046,236.63750000000002,78.89249999999998,16.0025354969574,138.21725757575817,493.0,550.8305555555559,412.8,448.62916666666666,298.4,314.1930555555558,414.1075,409.21153030303
2009-11-01,82.5,15.200368493781669,99.76388888888916,205.75,37.90879778903731,233.36666666666667,51.14499999999998,9.423307231690462,131.87316666666726,542.75,550.0597222222225,460.25,450.29583333333335,337.0,316.6930555555558,491.605,414.7147121212118
2009-12-01,75.75,12.81725888324873,96.92638888888916,188.0,31.810490693739425,228.63333333333335,61.08600000000001,10.336040609137058,126.62643939394,591.0,554.9930555555558,515.25,458.06666666666666,403.0,326.3597222222225,529.914,425.3432575757572
